gene,species,summary_uid,summary_symbol,summary_name,summary_type,summary_chromosome,summary_text,disease_count,disease_names,domain_count,domain_names,ols_identity_count,ols_identity_labels,ols_function_count,ols_function_labels,error
ABAT,Homo,18,ABAT,4-aminobutyrate aminotransferase,,16,"4-aminobutyrate aminotransferase (ABAT) is responsible for catabolism of gamma-aminobutyric acid (GABA), an important, mostly inhibitory neurotransmitter in the central nervous system, into succinic semialdehyde. The active enzyme is a homodimer of 50-kD subunits complexed to pyridoxal-5-phosphate. The protein sequence is over 95% similar to the pig protein. GABA is estimated to be present in nearly one-third of human synapses. ABAT in liver and brain is controlled by 2 codominant alleles with a frequency in a Caucasian population of 0.56 and 0.44. The ABAT deficiency phenotype includes psychomotor retardation, hypotonia, hyperreflexia, lethargy, refractory seizures, and EEG abnormalities. Multiple alternatively spliced transcript variants encoding the same protein isoform have been found for this gene. [provided by RefSeq, Jul 2008]",0,,0,,1,ABAT,1,4-aminobutyrate transaminase complex,
ATF7IP2,Homo,80063,ATF7IP2,activating transcription factor 7 interacting protein 2,,16,"Predicted to enable transcription coregulator activity. Predicted to be involved in regulation of DNA-templated transcription. Predicted to be part of transcription regulator complex. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,ATF7IP2,0,,
LINC01290,Homo,106144584,LINC01290,long intergenic non-protein coding RNA 1290,,16,,0,,0,,1,LINC01290,0,,
CIITA,Homo,4261,CIITA,class II major histocompatibility complex transactivator,,16,"This gene encodes a protein with an acidic transcriptional activation domain, 4 LRRs (leucine-rich repeats) and a GTP binding domain. The protein is located in the nucleus and acts as a positive regulator of class II major histocompatibility complex gene transcription, and is referred to as the ""master control factor"" for the expression of these genes. The protein also binds GTP and uses GTP binding to facilitate its own transport into the nucleus. Once in the nucleus it does not bind DNA but rather uses an intrinsic acetyltransferase (AT) activity to act in a coactivator-like fashion. Mutations in this gene have been associated with bare lymphocyte syndrome type II (also known as hereditary MHC class II deficiency or HLA class II-deficient combined immunodeficiency), increased susceptibility to rheumatoid arthritis, multiple sclerosis, and possibly myocardial infarction. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2013]",0,,0,,1,CIITA,1,NACHT domain binding,
TXNDC11,Homo,51061,TXNDC11,thioredoxin domain containing 11,,16,"Predicted to be located in endoplasmic reticulum membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,TXNDC11; TXNDC11-AS1,0,,
TNFRSF17,Homo,608,TNFRSF17,TNF receptor superfamily member 17,,16,"The protein encoded by this gene is a member of the TNF-receptor superfamily. This receptor is preferentially expressed in mature B lymphocytes, and may be important for B cell development and autoimmune response. This receptor has been shown to specifically bind to the tumor necrosis factor (ligand) superfamily, member 13b (TNFSF13B/TALL-1/BAFF), and to lead to NF-kappaB and MAPK8/JNK activation. This receptor also binds to various TRAF family members, and thus may transduce signals for cell survival and proliferation. [provided by RefSeq, Jul 2008]",0,,0,,1,TNFRSF17,0,,
AC007601.2,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
CPPED1,Homo,55313,CPPED1,calcineurin like phosphoesterase domain containing 1,,16,"Predicted to enable metal ion binding activity and phosphoprotein phosphatase activity. Predicted to be involved in chromatin remodeling and regulation of transcription by RNA polymerase II. Located in cytosol and plasma membrane. [provided by Alliance of Genome Resources, Apr 2025]",0,,0,,1,CPPED1,0,,
MIR193BHG,Homo,100129781,MIR193BHG,MIR193b-365a host gene,,16,,0,,0,,1,MIR193BHG,0,,
AC040173.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
AC138932.5,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
XYLT1,Homo,64131,XYLT1,xylosyltransferase 1,,16,"This locus encodes a xylosyltransferase enzyme. The encoded protein catalyzes transfer of UDP-xylose to serine residues of an acceptor protein substrate. This transfer reaction is necessary for biosynthesis of glycosaminoglycan chains. Mutations in this gene have been associated with increased severity of pseudoxanthoma elasticum.[provided by RefSeq, Nov 2009]",0,,0,,1,XYLT1,0,,
SYT17,Homo,51760,SYT17,synaptotagmin 17,,16,"Predicted to enable SNARE binding activity; calcium ion sensor activity; and calcium-dependent phospholipid binding activity. Involved in positive regulation of dendrite extension and regulation of postsynaptic neurotransmitter receptor internalization. Is active in glutamatergic synapse and postsynapse. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,SYT17,0,,
ACSM3,Homo,,,,,,,0,,0,,1,ACSM3,0,,summary_not_found
CRYM,Homo,,,,,,,0,,0,,2,CRYM; ABCA15P,0,,summary_not_found
IGSF6,Homo,,,,,,,0,,0,,1,IGSF6,0,,summary_not_found
LINC01567,Homo,400511,LINC01567,long intergenic non-protein coding RNA 1567,,16,,0,,0,,1,LINC01567,0,,
SLC5A11,Homo,115584,SLC5A11,solute carrier family 5 member 11,,16,"Cotransporters, such as SLC5A11, represent a major class of proteins that make use of ion gradients to drive active transport for the cellular accumulation of nutrients, neurotransmitters, osmolytes, and ions Roll et al. (2002) [PubMed 12039040].[supplied by OMIM, Mar 2008]",0,,0,,1,SLC5A11,0,,
IL4R,Homo,3566,IL4R,interleukin 4 receptor,,16,"This gene encodes the alpha chain of the interleukin-4 receptor, a type I transmembrane protein that can bind interleukin 4 and interleukin 13 to regulate IgE production. The encoded protein also can bind interleukin 4 to promote differentiation of Th2 cells. A soluble form of the encoded protein can be produced by proteolysis of the membrane-bound protein, and this soluble form can inhibit IL4-mediated cell proliferation and IL5 upregulation by T-cells. Allelic variations in this gene have been associated with atopy, a condition that can manifest itself as allergic rhinitis, sinusitus, asthma, or eczema. Polymorphisms in this gene are also associated with resistance to human immunodeficiency virus type-1 infection. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Apr 2012]",0,,0,,1,IL4R,1,interleukin4-interleukin-4 receptor complex,
AC009093.2,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
PYCARD,Homo,29108,PYCARD,PYD and CARD domain containing,,16,"This gene encodes an adaptor protein that is composed of two protein-protein interaction domains: a N-terminal PYRIN-PAAD-DAPIN domain (PYD) and a C-terminal caspase-recruitment domain (CARD). The PYD and CARD domains are members of the six-helix bundle death domain-fold superfamily that mediates assembly of large signaling complexes in the inflammatory and apoptotic signaling pathways via the activation of caspase. In normal cells, this protein is localized to the cytoplasm; however, in cells undergoing apoptosis, it forms ball-like aggregates near the nuclear periphery. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",0,,0,,3,PYCARD; PYCARD-AS1; Pyrin domain containing,2,NLRP6 inflammasome complex; NLRP3 inflammasome complex,
ITGAM,Homo,3684,ITGAM,integrin subunit alpha M,,16,"This gene encodes the integrin alpha M chain. Integrins are heterodimeric integral membrane proteins composed of an alpha chain and a beta chain. This I-domain containing alpha integrin combines with the beta 2 chain (ITGB2) to form a leukocyte-specific integrin referred to as macrophage receptor 1 ('Mac-1'), or inactivated-C3b (iC3b) receptor 3 ('CR3'). The alpha M beta 2 integrin is important in the adherence of neutrophils and monocytes to stimulated endothelium, and also in the phagocytosis of complement coated particles. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]",0,,0,,1,ITGAM,3,integrin alphaM-beta2 complex; alphaM-beta2 integrin-CD63 complex; CD11b-positive dendritic cell,
ITGAX,Homo,3687,ITGAX,integrin subunit alpha X,,16,"This gene encodes the integrin alpha X chain protein. Integrins are heterodimeric integral membrane proteins composed of an alpha chain and a beta chain. This protein combines with the beta 2 chain (ITGB2) to form a leukocyte-specific integrin referred to as inactivated-C3b (iC3b) receptor 4 (CR4). The alpha X beta 2 complex seems to overlap the properties of the alpha M beta 2 integrin in the adherence of neutrophils and monocytes to stimulated endothelium cells, and in the phagocytosis of complement coated particles. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2013]",0,,0,,1,ITGAX,2,integrin alphaX-beta2 complex; alphaX-beta2 integrin-ICAM-4 complex,
ITGAD,Homo,3681,ITGAD,integrin subunit alpha D,,16,"This gene belongs to the beta-2 integrin family of membrane glycoproteins, which are are composed of non-covalently linked alpha and beta subunits to form a heterodimer. It encodes the alpha subunit of the cell surface heterodimers and is involved in the activation and adhesion functions of leukocytes. The gene is located about 11kb downstream of the integrin subunit alpha X gene, another member of the integrin family. It is expressed in the tissue and circulating myeloid leukocytes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]",0,,0,,1,ITGAD,1,integrin alphaD-beta2 complex,
AC002519.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
NETO2,Homo,81831,NETO2,neuropilin and tolloid like 2,,16,"This gene encodes a predicted transmembrane protein containing two extracellular CUB domains followed by a low-density lipoprotein class A (LDLa) domain. A similar gene in rats encodes a protein that modulates glutamate signaling in the brain by regulating kainate receptor function. Expression of this gene may be a biomarker for proliferating infantile hemangiomas. A pseudogene of this gene is located on the long arm of chromosome 8. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jan 2011]",0,,0,,1,NETO2,0,,
LINC02133,Homo,101927132,LINC02133,long intergenic non-protein coding RNA 2133,,16,,0,,0,,1,LINC02133,0,,
AC007611.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
AC007610.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
LPCAT2,Homo,54947,LPCAT2,lysophosphatidylcholine acyltransferase 2,,16,"This gene encodes a member of the lysophospholipid acyltransferase family. The encoded enzyme may function in two ways: to catalyze the biosynthesis of platelet-activating factor (1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine) from 1-O-alkyl-sn-glycero-3-phosphocholine, and to catalyze the synthesis of glycerophospholipid precursors from arachidonyl-CoA and lysophosphatidylcholine. The encoded protein may function in membrane biogenesis and production of platelet-activating factor in inflammatory cells. The enzyme may localize to the endoplasmic reticulum and the Golgi. [provided by RefSeq, Feb 2009]",0,,0,,1,LPCAT2,0,,
AC040168.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
MT2A,Homo,4502,MT2A,metallothionein 2A,,16,"This gene is a member of the metallothionein family of genes. Proteins encoded by this gene family are low in molecular weight, are cysteine-rich, lack aromatic residues, and bind divalent heavy metal ions, altering the intracellular concentration of heavy metals in the cell. These proteins act as anti-oxidants, protect against hydroxyl free radicals, are important in homeostatic control of metal in the cell, and play a role in detoxification of heavy metals. The encoded protein interacts with the protein encoded by the homeobox containing 1 gene in some cell types, controlling intracellular zinc levels, affecting apoptotic and autophagy pathways. Some polymorphisms in this gene are associated with an increased risk of cancer. [provided by RefSeq, Sep 2017]",0,,0,,1,MT2A,0,,
MT1E,Homo,4493,MT1E,metallothionein 1E,,16,"Predicted to enable zinc ion binding activity. Involved in cellular response to cadmium ion and cellular response to zinc ion. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,MT1E,0,,
MT1G,Homo,4495,MT1G,metallothionein 1G,,16,"Enables zinc ion binding activity. Involved in several processes, including cellular response to cadmium ion; cellular response to copper ion; and cellular response to zinc ion. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,MT1G,0,,
